X;Y;refX;refY;path;refPath;deltaX;deltaY;deltaX%;deltaY%
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;269;1108;1267;3;16;0;2
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
79;285;82;266;1108;1270;3;19;0;3
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;82;266;1130;1270;8;38;1;6
90;304;81;274;1130;1278;9;30;1;5
90;304;81;274;1130;1278;9;30;1;5
90;304;81;274;1130;1278;9;30;1;5
104;309;81;274;1145;1278;23;35;2;6
104;309;81;274;1145;1278;23;35;2;6
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
95;297;81;274;1160;1278;14;23;1;3
71;297;81;274;1184;1278;10;23;1;3
71;297;72;308;1184;1313;1;11;0;1
71;297;72;308;1184;1313;1;11;0;1
71;297;72;308;1184;1313;1;11;0;1
71;297;72;308;1184;1313;1;11;0;1
72;312;72;308;1199;1313;0;4;0;0
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;319;1199;1324;0;7;0;1
72;312;72;328;1199;1333;0;16;0;2
72;312;72;328;1199;1333;0;16;0;2
72;312;72;328;1199;1333;0;16;0;2
72;312;72;328;1199;1333;0;16;0;2
84;321;72;328;1214;1333;12;7;1;1
84;321;95;322;1214;1357;11;1;1;0
84;321;95;322;1214;1357;11;1;1;0
84;321;95;322;1214;1357;11;1;1;0
84;321;95;322;1214;1357;11;1;1;0
93;293;95;322;1243;1357;2;29;0;5
93;293;95;294;1243;1385;2;1;0;0
93;293;95;294;1243;1385;2;1;0;0
93;293;95;294;1243;1385;2;1;0;0
93;293;95;294;1243;1385;2;1;0;0
96;275;95;294;1261;1385;1;19;0;3
96;275;95;276;1261;1403;1;1;0;0
96;275;95;276;1261;1403;1;1;0;0
96;275;95;276;1261;1403;1;1;0;0
96;275;95;276;1261;1403;1;1;0;0
96;275;95;276;1261;1403;1;1;0;0
96;275;84;276;1261;1414;12;1;1;0
96;275;84;276;1261;1414;12;1;1;0
96;275;84;276;1261;1414;12;1;1;0
96;275;84;276;1261;1414;12;1;1;0
89;303;84;276;1290;1414;5;27;0;4
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
89;303;67;314;1290;1456;22;11;2;1
74;250;67;314;1345;1456;7;64;0;11
74;250;57;263;1345;1508;17;13;2;2
74;250;57;263;1345;1508;17;13;2;2
74;250;57;263;1345;1508;17;13;2;2
74;250;57;263;1345;1508;17;13;2;2
74;250;57;263;1345;1508;17;13;2;2
74;250;52;252;1345;1520;22;2;2;0
74;250;52;252;1345;1520;22;2;2;0
74;250;52;252;1345;1520;22;2;2;0
74;250;52;252;1345;1520;22;2;2;0
72;234;52;252;1361;1520;20;18;2;3
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;246;1361;1527;16;12;2;2
72;234;56;252;1361;1533;16;18;2;3
72;234;56;252;1361;1533;16;18;2;3
72;234;56;252;1361;1533;16;18;2;3
72;234;56;252;1361;1533;16;18;2;3
72;234;56;252;1361;1533;16;18;2;3
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;250;1361;1535;16;16;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;246;1361;1539;16;12;2;2
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;253;1361;1546;16;19;2;3
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
72;234;56;250;1361;1549;16;16;2;2
