Delta X	Delta X%	Delta Y	Delta Y%	sum X	sum Y	sum X/N	sum Y/N	Percento X	Percento Y	Draha etalon	Draha entropy	Rozdiel drah	Rozdiel drah %
21,00	3,65	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
21,00	3,65	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	32,00	4,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	32,00	4,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
20,00	3,47	54,00	7,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
24,00	4,17	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
24,00	4,17	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
24,00	4,17	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
24,00	4,17	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
21,00	3,65	11,00	1,43	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
21,00	3,65	11,00	1,43	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	11,00	1,43	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	11,00	1,43	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
22,00	3,82	11,00	1,43	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
19,00	3,30	21,00	2,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
19,00	3,30	21,00	2,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
19,00	3,30	22,00	2,86	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
19,00	3,30	21,00	2,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
19,00	3,30	21,00	2,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
16,00	2,78	30,00	3,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
15,00	2,60	32,00	4,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
16,00	2,78	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
16,00	2,78	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
16,00	2,78	31,00	4,04	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
20,00	3,47	37,00	4,82	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
20,00	3,47	38,00	4,95	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
20,00	3,47	38,00	4,95	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
21,00	3,65	36,00	4,69	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
21,00	3,65	36,00	4,69	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
14,00	2,43	27,00	3,52	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
14,00	2,43	27,00	3,52	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
14,00	2,43	27,00	3,52	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
14,00	2,43	27,00	3,52	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
14,00	2,43	27,00	3,52	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
0,00	0,00	3,00	0,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
0,00	0,00	3,00	0,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
0,00	0,00	3,00	0,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
0,00	0,00	3,00	0,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
0,00	0,00	3,00	0,39	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
3,00	0,52	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
3,00	0,52	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
3,00	0,52	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
3,00	0,52	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
3,00	0,52	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	9,00	1,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
179,00	31,08	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
179,00	31,08	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
179,00	31,08	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
179,00	31,08	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
179,00	31,08	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
176,00	30,56	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
176,00	30,56	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
176,00	30,56	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
176,00	30,56	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
176,00	30,56	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
167,00	28,99	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
167,00	28,99	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
167,00	28,99	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
167,00	28,99	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
167,00	28,99	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
160,00	27,78	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
160,00	27,78	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
160,00	27,78	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
160,00	27,78	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
160,00	27,78	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
166,00	28,82	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
166,00	28,82	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
166,00	28,82	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
166,00	28,82	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
166,00	28,82	7,00	0,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2,00	0,35	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
