Delta X	Delta X%	Delta Y	Delta Y%	sum X	sum Y	sum X/N	sum Y/N	Percento X	Percento Y	Draha etalon	Draha entropy	Rozdiel drah	Rozdiel drah %
49,00	8,51	13,00	1,69	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
43,00	7,47	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
43,00	7,47	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
43,00	7,47	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
43,00	7,47	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
41,00	7,12	28,00	3,65	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
354,00	61,46	267,00	34,77	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
354,00	61,46	267,00	34,77	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
354,00	61,46	267,00	34,77	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
353,00	61,28	266,00	34,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
353,00	61,28	266,00	34,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
345,00	59,90	222,00	28,91	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
346,00	60,07	221,00	28,78	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
347,00	60,24	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
347,00	60,24	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
346,00	60,07	266,00	34,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
346,00	60,07	262,00	34,11	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
346,00	60,07	262,00	34,11	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
346,00	60,07	262,00	34,11	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
353,00	61,28	269,00	35,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
349,00	60,59	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	266,00	34,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
348,00	60,42	265,00	34,51	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
341,00	59,20	238,00	30,99	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
341,00	59,20	238,00	30,99	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
341,00	59,20	238,00	30,99	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
341,00	59,20	238,00	30,99	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
342,00	59,37	238,00	30,99	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
370,00	64,24	245,00	31,90	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
370,00	64,24	245,00	31,90	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
370,00	64,24	245,00	31,90	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
370,00	64,24	243,00	31,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
370,00	64,24	243,00	31,64	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
380,00	65,97	236,00	30,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
380,00	65,97	236,00	30,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
380,00	65,97	236,00	30,73	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
378,00	65,62	237,00	30,86	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
378,00	65,62	237,00	30,86	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
415,00	72,05	234,00	30,47	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
416,00	72,22	234,00	30,47	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
416,00	72,22	234,00	30,47	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
416,00	72,22	234,00	30,47	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
408,00	70,83	229,00	29,82	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
442,00	76,74	169,00	22,01	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
442,00	76,74	169,00	22,01	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
442,00	76,74	169,00	22,01	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
442,00	76,74	229,00	29,82	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
442,00	76,74	229,00	29,82	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
445,00	77,26	142,00	18,49	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
445,00	77,26	142,00	18,49	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
389,00	67,53	96,00	12,50	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
389,00	67,53	96,00	12,50	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
389,00	67,53	96,00	12,50	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
447,00	77,60	144,00	18,75	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
447,00	77,60	144,00	18,75	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
452,00	78,47	129,00	16,80	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
456,00	79,17	135,00	17,58	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
456,00	79,17	135,00	17,58	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
455,00	78,99	161,00	20,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
455,00	78,99	161,00	20,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
455,00	78,99	161,00	20,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
456,00	79,17	160,00	20,83	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
456,00	79,17	160,00	20,83	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
469,00	81,42	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
476,00	82,64	103,00	13,41	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
476,00	82,64	103,00	13,41	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
475,00	82,47	166,00	21,61	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
485,00	84,20	92,00	11,98	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
478,00	82,99	162,00	21,09	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
478,00	82,99	162,00	21,09	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
478,00	82,99	162,00	21,09	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
478,00	82,99	162,00	21,09	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
478,00	82,99	163,00	21,22	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
509,00	88,37	115,00	14,97	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
509,00	88,37	115,00	14,97	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
509,00	88,37	115,00	14,97	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
510,00	88,54	118,00	15,36	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
510,00	88,54	118,00	15,36	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
503,00	87,33	155,00	20,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
512,00	88,89	130,00	16,93	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
512,00	88,89	130,00	16,93	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
512,00	88,89	130,00	16,93	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
512,00	88,89	132,00	17,19	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
512,00	88,89	132,00	17,19	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	155,00	20,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	155,00	20,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
507,00	88,02	155,00	20,18	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	160,00	20,83	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	160,00	20,83	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
514,00	89,24	159,00	20,70	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	150,00	19,53	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	150,00	19,53	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	150,00	19,53	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	150,00	19,53	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
517,00	89,76	152,00	19,79	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
482,00	83,68	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
482,00	83,68	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
482,00	83,68	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
482,00	83,68	2,00	0,26	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
525,00	91,15	118,00	15,36	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
530,00	92,01	101,00	13,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
530,00	92,01	101,00	13,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
530,00	92,01	101,00	13,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
530,00	92,01	101,00	13,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
530,00	92,01	101,00	13,15	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
517,00	89,76	151,00	19,66	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
517,00	89,76	151,00	19,66	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
520,00	90,28	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
520,00	90,28	158,00	20,57	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
518,00	89,93	153,00	19,92	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	151,00	19,66	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	151,00	19,66	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
516,00	89,58	152,00	19,79	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
526,00	91,32	113,00	14,71	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
526,00	91,32	113,00	14,71	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
526,00	91,32	113,00	14,71	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
526,00	91,32	113,00	14,71	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
526,00	91,32	152,00	19,79	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
515,00	89,41	148,00	19,27	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
515,00	89,41	148,00	19,27	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
515,00	89,41	148,00	19,27	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
471,00	81,77	144,00	18,75	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
471,00	81,77	144,00	18,75	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
519,00	90,10	147,00	19,14	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
