520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
388	251
388	251
388	251
388	251
388	251
468	227
468	227
467	228
468	227
468	227
474	223
474	223
474	223
474	223
474	223
471	206
471	206
469	209
469	209
470	208
473	203
473	203
473	203
473	203
473	203
475	201
475	201
475	201
475	201
475	201
477	193
476	194
475	194
475	194
475	194
463	192
464	192
464	192
464	192
464	192
490	187
490	187
490	187
490	186
490	187
492	184
491	183
491	183
491	183
491	183
499	189
499	189
499	189
499	189
499	189
505	190
505	190
505	190
505	190
505	190
513	193
513	193
513	193
513	193
513	193
514	198
514	198
514	198
514	198
514	198
499	196
499	196
499	196
499	196
499	196
496	196
496	196
496	196
496	196
496	196
489	186
489	186
489	186
489	186
489	186
486	179
486	179
486	179
486	179
486	179
501	182
500	181
500	181
500	181
500	181
500	187
500	187
500	187
500	187
500	187
537	183
537	183
537	183
537	183
537	183
532	192
532	192
532	192
532	192
532	192
528	190
528	190
528	190
528	190
528	190
553	223
553	224
553	224
553	224
553	224
528	226
528	226
528	226
528	226
528	226
515	221
515	221
515	221
515	221
515	221
517	217
517	217
517	217
517	217
517	217
473	221
473	221
473	221
473	221
474	221
470	210
470	210
470	210
470	210
470	210
470	210
470	210
470	210
470	210
470	210
507	190
506	190
507	190
506	190
507	190
509	174
509	175
510	175
510	175
510	175
504	174
504	174
504	174
504	174
504	173
470	202
470	202
470	202
470	202
470	202
471	202
471	202
471	202
471	202
471	202
472	200
472	200
472	200
472	200
472	200
473	195
473	195
473	195
473	195
473	195
482	197
482	197
483	197
483	197
483	197
484	200
484	200
484	200
484	200
484	200
468	211
468	211
468	211
468	211
468	211
468	211
468	211
468	211
468	211
468	211
518	206
518	206
518	206
518	206
518	206
522	210
522	210
522	210
522	210
522	210
521	215
521	215
521	215
521	215
521	215
523	218
523	217
523	217
521	218
521	218
484	208
484	208
484	208
484	208
484	208
477	222
477	222
477	222
477	222
477	222
469	232
468	232
469	232
469	232
469	232
472	232
472	232
472	232
472	232
472	232
461	223
461	223
461	223
461	223
461	223
465	218
465	218
465	218
465	218
465	218
457	238
457	238
457	238
457	238
457	238
464	235
464	235
464	235
464	235
464	235
465	216
465	217
465	217
465	217
465	217
484	169
483	169
483	169
483	169
483	169
487	181
487	181
487	181
487	181
487	181
504	155
504	155
504	155
504	155
505	155
519	150
519	150
519	150
519	150
519	150
554	174
554	174
554	174
554	174
554	174
551	178
551	178
551	178
551	178
551	178
526	168
526	167
526	167
526	167
526	167
458	214
458	214
458	214
458	214
458	214
459	226
459	226
459	226
459	226
459	226
462	225
462	225
462	225
462	225
462	225
465	222
465	222
465	222
465	222
465	222
463	223
463	223
463	223
463	223
463	223
463	224
463	224
463	224
463	224
463	224
463	219
463	219
463	219
463	219
463	219
464	217
464	217
464	217
464	217
465	217
465	216
465	216
465	216
465	216
465	216
464	216
464	216
464	216
464	216
464	216
467	214
467	213
467	214
467	213
467	214
469	212
469	212
469	212
469	212
469	212
475	209
475	209
473	212
473	212
473	212
461	205
461	205
461	205
461	205
461	205
466	205
466	205
466	205
466	205
465	205
461	212
461	212
461	212
461	212
461	212
478	203
478	203
478	203
478	203
478	203
455	208
452	211
455	208
455	208
455	208
449	213
449	213
449	213
449	213
449	213
451	213
451	213
451	213
451	212
451	212
413	239
413	239
413	239
413	239
413	239
410	247
410	247
410	247
410	247
410	247
398	249
398	249
398	249
398	249
398	249
396	251
396	251
396	251
396	251
396	251
391	249
391	249
391	248
391	248
391	248
388	256
388	256
388	256
388	256
388	256
388	256
388	256
388	256
388	256
388	254
387	264
387	264
387	264
387	264
387	264
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
520	414
729	277
729	277
729	277
729	277
729	277
702	223
702	223
702	223
702	223
702	223
673	211
673	211
673	211
673	211
673	211
642	182
642	182
642	182
642	182
642	182
627	181
627	181
627	181
627	181
627	181
629	184
629	184
629	184
629	184
629	184
630	185
630	185
630	185
630	185
630	185
630	188
630	188
630	188
630	188
631	186
631	190
630	190
630	190
630	190
630	190
632	189
632	189
632	189
632	189
632	189
593	162
593	162
593	162
594	161
594	161
583	164
583	164
583	164
583	164
583	164
585	169
585	168
585	168
585	169
585	169
583	180
583	180
583	180
583	180
583	180
584	180
584	180
584	180
584	180
584	180
578	183
581	184
581	184
581	184
581	184
577	184
577	184
577	184
577	184
577	184
575	180
575	180
574	180
575	180
575	180
575	177
575	177
575	177
575	177
575	177
575	177
575	177
575	177
575	177
577	176
575	175
571	175
571	175
571	175
571	175
578	172
578	172
578	172
578	172
578	172
574	173
574	173
574	173
574	173
574	173
574	173
574	173
574	173
574	173
574	173
576	172
576	172
576	172
575	171
575	171
576	171
576	174
576	174
576	174
576	174
581	168
581	168
581	168
581	168
581	168
577	157
578	157
577	157
578	157
577	157
571	148
571	148
571	148
571	148
571	148
565	146
565	146
565	146
565	146
565	146
565	151
565	151
565	151
565	151
565	151
567	150
567	150
567	150
567	150
567	150
570	150
570	150
570	150
570	150
570	150
573	153
573	153
573	153
573	153
573	153
576	153
575	153
576	153
576	153
576	153
573	161
573	161
573	161
573	161
573	161
566	157
566	157
566	157
